case_number,job_title,worksite_city,worksite_state,worksite_postal_code,violentcrimesperpop,cost_of_living_2020,missing_crime_data,case_status
I-200-21333-729468,ORDER FULFILLMENT SPECIALIST III,CORAL GABLES,FL,33134,3235.45,1.116,1,Certified
I-200-23072-842076,Senior Software Engineer,RALEIGH,NC,27601,842.7,1.051,0,Certified
I-200-23221-252073,Engineer Consultant,GERMANTOWN,MD,20876,3081.26,1.406,1,Certified
I-200-20358-976914,Senior Systems Analyst JC60,HARTFORD,CT,06103,599.78,1.148,1,Certified
I-200-21026-033435,"Senior Manager, Customer Success Operations",SAN FRANCISCO,CA,94105,327.36,1.861,1,Certified
I-203-23068-837613,BUSINESS DEVELOPMENT AND COMMUNICATIONS SPECIALIST,NEW YORK,NY,10001,1171.84,1.804,1,Certified
I-200-24053-738323,Operations Management,NEW YORK,NY,10011,1171.84,1.804,1,Certified
I-200-21246-564486,Software Engineer in Test I,NORTH READING,MA,01864,1968.89,1.165,1,Certified
I-200-23277-408716,Packaged App Development Manager,ADDISON,TX,75001,599.78,0.972,1,Certified
I-200-22173-303345,Software Engineer,FRISCO,TX,75034,599.78,0.964,1,Certified
I-200-20261-831039,SOFTWARE DEVELOPER,DEERFIELD,IL,60015,599.78,1.079,1,Certified
I-200-24213-235609,Software Developer,MADISON,WI,53718,321.68,1.066,0,Certified
I-200-23270-385055,Veeva Technical Lead,BASKING RIDGE,NJ,07920,162.1,1.276,1,Certified
I-200-22244-451885,Senior Salesforce Developer,SAN FRANCISCO,CA,94103,327.36,1.861,1,Certified
I-200-21014-013747,Sr. Application Developer,IRVING,TX,75063,401.73,0.973,0,Certified
I-200-23226-263173,Software Engineer ,COPPELL,TX,75019,44.22,0.97,0,Certified
I-200-23360-592166,Senior Software Engineer (017040.002116),CHARLOTTE,NC,28202,1787.2,1.018,0,Certified
I-200-20337-934440,"Director, Pharmacovigilance Safety Evaluation ",SAN JOSE,CA,95117,327.36,1.681,1,Certified
I-200-24018-648817,Java Developer,HOUSTON,TX,77077,599.78,0.92,1,Certified
I-200-24068-782249,"Staff Scientist, Applied Bioinformatics Actions",PLEASANTON,CA,94588,144.9,1.526,0,Certified
I-200-24225-259896,Product Management,MOUNTAIN VIEW,CA,94043,327.36,1.681,1,Certified
I-200-23103-932190,Embedded Software Engineer,NOVI,MI,48375,599.78,1.062,1,Certified
I-200-21130-301092,Transportation Engineer (Research Lead),WASHINGTON,DC,20002,3048.38,1.561,0,Certified
I-200-19347-196981,Principal,NEW YORK,NY,10022,1171.84,1.804,1,Certified
I-200-24127-962231,Engineer Senior,NORFOLK,VA,23502,1135.5,1.004,0,Certified
I-200-20092-452095,Programmer,ATLANTA,GA,30363,4026.59,1.003,0,Certified
I-200-24036-694022,Associate Professor,NEW HAVEN,CT,06510,599.78,1.141,1,Certified
I-200-23124-994694,Senior Automation Engineer,SILVER SPRING,MD,20993,3081.26,1.561,1,Certified
I-200-22081-998805,Software Product Manager,MERIDIAN,ID,83642,345.45,0.946,1,Certified
I-200-23031-740258,Stereotactic and Functional Neurosurgery Fellow Physician,CHICAGO,IL,60612,599.78,1.15,1,Certified
I-200-20329-925372,Senior Software Engineer,LOS GATOS,CA,95032,327.36,1.681,1,Certified
I-200-20344-945270,Data Scientist,SAN FRANCISCO,CA,94111,327.36,1.861,1,Certified
I-200-24158-078661,Senior Consultant,BOSTON,MA,02116,1968.89,1.51,0,Certified
I-200-24047-723906,Infrastructure Engineer,PHOENIX,AZ,85054,1097.07,1.051,0,Certified
I-200-24213-234423,Senior Software Engineer,SUN PRAIRIE,WI,53590,321.68,1.066,1,Certified
I-200-23283-420721,Software Engineer,SAN FRANCISCO,CA,94105,327.36,1.861,1,Certified
I-200-20002-228868,Software Engineer  1615.26185,VENICE,CA,90291,327.36,1.41,1,Certified
I-200-23080-864594,Datastage Developer,FRISCO,TX,75034,599.78,0.964,1,Certified
I-200-23137-030796,Validation Engineer,PRINCETON,NJ,08540,73.73,1.135,0,Certified
I-200-21090-188508,AppDynamics Engineer,EAGAN,MN,55121,1811.81,1.151,1,Certified
I-200-22084-009493,software developer,HENRICO,VA,23233,1135.5,0.954,1,Certified
I-200-22290-532404,Software Developer,FRANKLIN,TN,37067,497.69,0.948,0,Certified
I-200-19338-178325,Principal Consultant,PRINCETON,NJ,08540,73.73,1.135,0,Certified
I-200-23346-559554,Accountants and Auditors - Kbgfjg222589-2,NEW YORK,NY,10001,1171.84,1.804,1,Certified
I-200-24103-880192,Sr. ASIC Engineer,ENDICOTT,NY,13760,1171.84,1.032,1,Certified
I-200-24033-688639,Senior Software Engineer/Developer,DURHAM,NC,27709,1169.38,1.043,0,Certified
I-200-23347-563394,"Manager, Software Engineering",WILMINGTON,DE,19801,887.29,1.124,1,Certified
I-200-22148-223144,Software Quality Assurance Engineer,CUMMING,GA,30040,4026.59,0.996,1,Certified
I-200-23151-064328,Technology Architect - US,BELLEVUE,WA,98004-5027,223.06,,0,Certified
I-200-22207-376664,SOFTWARE DEVELOPER,"CHARLOTTE,",NC,28202,1787.2,1.018,1,Certified
I-200-21201-472259,Occupational Therapist,ROCKVILLE,MD,20850,3081.26,1.56,1,Certified
I-200-24033-689819,Lecturer,TULSA,OK,74135,1304.78,0.935,0,Certified
I-200-20363-980515,Senior Environmental Specialist,HOUSTON,TX,75201,599.78,0.973,1,Certified
I-200-22096-043247,Software Development Engineer in Test,CAMBRIDGE,MA,02142,985.62,1.51,0,Certified
I-200-20352-967522,JAVA DEVELOPER,DEERFIELD,IL,60015,599.78,1.079,1,Certified
I-200-22326-601026,Senior Data Scientist,SUNNYVALE,CA,94086,249.62,1.681,0,Certified
I-200-19294-098042,Software Engineer,CAMBRIDGE,MA,02142,985.62,1.51,0,Certified
I-200-24018-648187,Accountants and Auditors - Kbgfjg202355-6,PORTLAND,OR,97209,1841.38,1.177,0,Certified
I-200-20365-985196,Mobile Applications Engineer,DALLAS,TX,75248,1744.19,0.973,0,Certified
I-200-23180-156537,Associate Dentist,VENETIA,PA,15367,1262.47,0.944,1,Certified
I-200-22231-425881,Sr. Software Development Engineer,MILPITAS,CA,95035,327.36,1.681,0,Certified
I-200-21218-506995,Machine Learning Engineer,PALO ALTO,CA,94304,327.36,1.679,1,Certified
I-200-24138-010746,Software Developer,HOUSTON,TX,77002,599.78,0.92,1,Certified
I-200-20034-294511,Staff Financial Analyst,MILPITAS,CA,95035,327.36,1.681,0,Certified
I-200-22228-419606,Assistant Professor,DALLAS,TX,75390,1744.19,0.973,0,Certified
I-200-21012-006932,Securities and Commodities Traders,NEW YORK,NY,10017,1171.84,1.804,1,Certified
I-200-24227-266044,Software Development Engineer,BELLEVUE,WA,98007,223.06,1.357,0,Certified
I-200-22159-259157,Senior Associate JC60 - SQA Engineers and Testers,PLANO,TX,75024,303.7,0.969,0,Certified
I-202-23124-990905,Senior Camera Engineer,SAN DIEGO,CA,92126,327.36,1.35,1,Certified
I-200-20198-718594,Developer,ELLICOTT CITY,MD,21042,3081.26,1.108,1,Certified
I-200-21057-106334,"Senior QA Specialist, GMP",AUBURNDALE,MA,02466,1968.89,1.51,1,Certified
I-200-21130-300961,Quality Assurance Engineer,GEORGETOWN,KY,40243,1165.91,0.912,0,Certified
I-200-23025-725229,Senior Manager JC45,HARTFORD,CT,06103,599.78,1.148,1,Certified
I-200-24107-889841,Software Test Engineer,SAN MARCOS,CA,92078,327.36,1.344,1,Certified
I-200-20260-827426,IT Business Systems Analyst,NEWARK,NJ,07105,3928.03,1.162,0,Certified
I-200-22272-502556,Cloud Network Engineer,BEAVERTON,OR,97005,316.1,1.177,0,Certified
I-200-20122-535556,Data & Solution Engineer,WASHINGTON,DC,20036,3048.38,1.561,0,Certified
I-200-24152-059448,COMPUTER SYSTEMS ENGINEER,MINNETONKA,MN,55343,1811.81,1.151,1,Certified
I-200-21098-209156,ADVANCED SOFTWARE DEVELOPER,PLANO,TX,75024,303.7,0.969,0,Certified
I-200-19287-085751,Associate,WASHINGTON,DC,20004,3048.38,1.561,0,Certified
I-200-23324-512801,Financial and Investment Analysts - KBGFJG132272-5,SAN JOSE,CA,95035,327.36,1.681,1,Certified
I-200-21271-610557,GENERAL MANAGER,MT PLEASANT,WI,53406,321.68,0.964,1,Certified
I-200-20352-967741,Product Designer 1,SAN FRANCISCO,CA,94103,327.36,1.861,1,Certified
I-200-20127-547829,Computer Systems Engineer/Architect,BOSTON,MA,02110-1548,1968.89,,0,Certified
I-200-24145-037378,Senior Research Scientist,SEATTLE,WA,98109,1399.84,1.357,0,Certified
I-200-19312-135413,"R & D MECHANICAL ENGINEER, PRINCIPAL",HOUSTON,TX,77032,599.78,0.92,1,Certified
I-200-20268-844526,Senior Software Developer,PHOENIXVILLE,PA,19460,1262.47,1.088,1,Certified
I-200-21105-226063,"Manager, Area Marketing",NEW YORK,NY,10011,1171.84,1.804,1,Certified
I-200-21064-124823,"Vendor Program Manager, Customer Operations",AUSTIN,TX,78701,599.78,1.023,0,Certified
I-200-20351-964939,"Executive Vice President, Diagnostics Business Unit",CINCINNATI,OH,45244,1562.48,0.894,0,Certified
I-200-20268-843410,Senior Design Release Engineer,WARREN,MI,48093,599.78,0.962,1,Certified
I-200-22062-949339,Validation Engineer,WOBURN,MA,01801,246.09,1.51,0,Certified
I-200-23157-081260,Software Engineer,REDMOND,WA,98052,143.51,1.356,0,Certified
I-203-20289-879357,Senior Designer,NEW YORK,NY,10005,1171.84,1.804,1,Certified
I-200-22332-606733,System Architect - III,SAN ANTONIO,TX,78288,599.78,0.891,1,Certified
I-200-23125-995352,"Senior Manager, Clinical Data Management",HOUSTON,TX,77089,599.78,0.92,1,Certified
I-200-20310-900581,SOFTWARE ENGINEER,DEARBORN,MI,48124,599.78,0.962,1,Certified
I-200-21179-428887,DESIGN ENGINEER,DUBLIN,OH,43017,64.07,0.924,0,Certified
I-200-22291-534872,Computer Systems Analyst 3,BRIDGEWATER,NJ,08807,88.7,1.276,0,Certified
I-203-23301-462781,TRAINING SPECIALIST,MIDDLETOWN,NY,10940,484.83,1.29,0,Certified
I-200-23116-968122,Principal Architect,LOWELL,MA,01851,1274.62,1.241,0,Certified
I-200-21099-212007,IaaS CICD Engineer,DALLAS,TX,75240,1744.19,0.973,0,Certified
I-200-20357-974104,System Analyst JC65,MADISON HEIGHTS,MI,48071,599.78,0.961,1,Certified
I-200-23129-006414,Scientist I,BIRMINGHAM,AL,35233,2466.68,0.9339999999999999,0,Certified
I-203-24170-124607,High School Social Worker,NEW YORK,NY,10034,1171.84,1.804,1,Certified
I-200-22201-364263,Software Engineer,BEAVERTON,OR,97005,316.1,1.177,0,Certified
I-200-21158-373434,Senior Project Manager - US ,TAMPA,FL,33610,3235.45,0.944,0,Certified
I-200-21048-082994,Sr. Software Engineer,ATLANTA,GA,30339,4026.59,1.003,0,Certified
I-200-22056-931779,Software Engineer,WAUWATOSA,WI,53222,166.4,0.97,0,Certified
I-200-20080-423144,Application Developer,MINNEAPOLIS,MN,55401,1811.81,1.151,0,Certified
I-200-19319-148320,SOFTWARE DEVELOPER II,YORKTOWN HEIGHTS,NY,10598,1171.84,1.398,1,Certified
I-200-24128-964188,Software Engineer,TYSONS,VA,22102,1135.5,1.561,1,Certified
I-200-23353-577607,Postdoctoral Research Fellow,OKLAHOMA CITY,OK,73104,1304.78,0.931,1,Certified
I-200-23319-503156,Sr. Business Analyst,EDISON,NJ,08837,143.94,1.226,0,Certified
I-200-23136-024391,Package Consultant,ROCHESTER,MN,55901,1811.81,1.09,1,Certified
I-200-22158-254001,Senior Software Engineer,SUNNYVALE,CA,94089,249.62,1.681,0,Certified
I-200-21166-399819,IT Training and Development Specialist,AUSTIN,TX,78723,599.78,1.023,0,Certified
I-200-23249-322576,Applications Consultant 3,READING,PA,19607,1195.53,1.035,0,Certified
I-200-22188-338235,Senior Associate Consultant,ROCHESTER,MN,55905,1811.81,1.09,1,Certified
I-200-20098-466829,STAFF DATABASE ADMINISTRATOR,FREMONT,CA,94538,483.47,1.679,0,Certified
I-200-21337-741735,IT Specialist,WALTHAM,MA,02451,455.62,1.51,0,Certified
I-200-24260-341301,Software Developer,PLANO,TX,75074,303.7,0.969,0,Certified
I-200-22307-567918,Mgr. JC50 - Software Quality Assurance Analysts and Testers,IRVINE,CA,92618,111.68,1.358,0,Certified
I-200-21054-095870,Data Scientist I,SAN FRANCISCO,CA,94103,327.36,1.861,1,Certified
I-200-20140-583370,Business Analyst,TAMPA,FL,33607,3235.45,0.944,0,Certified
I-200-23170-123860,Software Engineer,DUBLIN,OH,43017,64.07,0.924,0,Certified
I-200-24158-078091,Software Engineer,MENLO PARK,CA,94025,327.36,1.678,1,Certified
I-200-20034-292948,TECHNICAL LEAD,SCOTTSDALE,AZ,85254,251.6,1.049,0,Certified
I-200-23355-584392,Application Developer,EDEN PRAIRIE,MN,55344,1811.81,1.149,1,Certified
I-200-22347-637195,"Team Lead, Quality Assurance",AUSTIN,TX,78758,599.78,1.023,0,Certified
I-200-21221-509021,Technology Lead - US ,BELLEVUE,WA,98008-6418,223.06,,0,Certified
I-200-23040-760850,Cost Engineer,DEER PARK,TX,77536,599.78,0.916,1,Certified
I-200-20245-799240,"Principal Engineer, System Design Engineer",FREMONT,CA,94536,483.47,1.679,0,Certified
I-200-23172-131396,Actuarial Senior Consultant (P&C),NEW YORK CITY,NY,10004,1171.84,1.804,1,Certified
I-200-24025-668208,Software Engineer,MOUNTAIN VIEW,CA,94043,327.36,1.681,1,Certified
I-200-20328-923568,Risk Management Specialists - KBGFJG04272-7,BALTIMORE,MD,21202,3081.26,1.109,0,Certified
I-200-22341-627199,Manager,ATLANTA,GA,30309,4026.59,1.003,0,Certified
I-200-22197-356718,SENIOR APPLICATION DEVELOPER,PASADENA,CA,91101,1280.74,1.411,0,Certified
I-200-21075-151630,Analyst,LOS ANGELES,CA,90067,327.36,1.411,1,Certified
I-200-20162-640386,Validation Engineer,OCEANSIDE,CA,92056,1019.98,1.346,0,Certified
I-200-23088-887328,Product Manager,SAN MARCOS,CA,92078,327.36,1.344,1,Certified
I-200-20345-951480,Senior Software Engineer ,FRISCO,TX,75036,599.78,0.964,1,Certified
I-200-23317-498206,Senior Controls Engineer,HAWTHORNE,CA,90250,2541.38,1.41,0,Certified
I-200-20037-302266,Support Engineer,ISSAQUAH,WA,98029,223.06,1.353,1,Certified
I-200-24032-685110,Business Solutions Architect I ,PHOENIX,AZ,85054,1097.07,1.051,0,Certified
I-200-23132-018337,Principal Full Stack Engineer,BOSTON,MA,02210,1968.89,1.51,0,Certified
I-200-24180-159149,Quantitative Research Analyst,MCKINNEY,TX,75070,1202.68,0.965,0,Certified
I-200-19302-115235,Specialist Senior,SAN FRANCISCO,CA,94105,327.36,1.861,1,Certified
I-200-24089-839002,Designer - Games,"SAN MATEO, CA",CA,94403,327.36,1.712,1,Certified
I-200-20323-917101,Risk Management Specialists- KBOEYTEST8779-24,EDISON,NJ,08820,143.94,1.226,0,Certified
I-200-20353-968604,Software Engineer,SAN JOSE,CA,95002,327.36,1.681,1,Certified
I-200-20107-491260,LEAD SYSTEMS ANALYST SAP MM/PP,ROSEMONT,IL,60018,599.78,1.147,1,Certified
I-200-23306-474590,Senior Staff Engineer,KENNESAW,GA,30144,4026.59,0.997,1,Certified
I-200-20344-944766,"Sr. Manager, Commericial Data & Analytics 20516.412",THOUSAND OAKS,CA,91320,327.36,1.367,1,Certified
I-200-24016-642801,Software Engineer,CHICAGO,IL,60603,599.78,1.15,1,Certified
I-200-23272-395603,Sr. Java Web Developer,QUAKERTOWN,PA,18951,1262.47,1.065,1,Certified
I-200-22325-599352,ARCHITECT,VANCOUVER,WA,98683,865.28,1.174,0,Certified
I-200-21363-790638,Quality Reliability Engineer,SAN JOSE,CA,95134,327.36,1.681,1,Certified
I-200-23053-794840,Software Engineer II,SANTA BARBARA,CA,93117,327.36,1.472,1,Certified
I-200-23254-336721,Manager JC50 - Computer Systems Engineers/Architects,TEANECK,NJ,07666,255.74,1.27,0,Certified
I-200-22337-619521,Peoplesoft Systems Analyst,NEW YORK,NY,10001,1171.84,1.804,1,Certified
I-200-24122-943278,Design Engineer,BOTHELL,WA,98021,211.18,1.356,0,Certified
I-200-20304-892745,PEGA DEVELOPER,CARMEL,IN,46032,123.07,0.943,0,Certified
I-200-24037-697706,Assistant Professor,LEXINGTON,KY,40506,999.13,0.922,1,Certified
I-200-23339-544543,PRINCIPAL-SOFTWARE ENGINEER,ATLANTA,GA,30319,4026.59,1.003,0,Certified
I-200-20006-235733,Senior Engineering Program Manager,FOSTER CITY,CA,94404,327.36,1.712,1,Certified
I-200-21362-789629,"Principal, Consulting Services",NORTH BRUNSWICK,NJ,08902,162.1,1.249,1,Certified
I-200-23096-911189,Medical Laboratory Scientist II,ORLANDO,FL,32803,2304.49,0.992,0,Certified
I-200-24045-717751,Application Programmer V,CHICAGO,IL,60661,599.78,1.15,1,Certified
I-200-22045-899467,Architectural Designer,NEW YORK,NY,10010,1171.84,1.804,1,Certified
I-200-24016-643677,SENIOR MOTOR CONTROLS ENGINEER,REDWOOD CITY,CA,94063,327.36,1.629,1,Certified
I-200-22038-883413,Data Warehouse Specialist,DULUTH,GA,30096,4026.59,0.998,1,Certified
I-200-24110-904458,Research Scientist,SUNNYVALE,CA,94089,249.62,1.681,0,Certified
I-200-22152-232571,INTERIOR DESIGNER,NEW YORK,NY,10014,1171.84,1.804,1,Certified
I-200-21088-182344,Data Scientist I,MELBOURNE,FL,32940,1461.01,0.937,0,Certified
I-200-24114-915632,"Sr. Software Engineer, Systems Infrastructure",JERSEY CITY,NJ,07305,162.1,1.804,1,Certified
I-200-20065-381402,"Engineer 5, Software Development and Engineering ",SUNNYVALE,CA,94089,249.62,1.681,0,Certified
I-200-21263-593971,Director of Identity & Access Management,CHICAGO,IL,60611,599.78,1.15,1,Certified
I-200-21273-617592,TECHNICAL MANAGER,REDMOND,WA,98052,143.51,1.356,0,Certified
I-200-22082-004290,SENIOR CONSULTANT - TERADATA,RICHMOND,VA,23230,1617.17,0.954,0,Certified
I-200-24124-957357,Software Engineer,DALLAS,TX,75252,1744.19,0.973,0,Certified
I-200-23306-473711,Principal Software Quality Assurance Engineer,BURLINGTON,MA,01801,1968.89,1.51,1,Certified
I-200-24134-987047,Electronic Engineering Technician,WARREN,OH,44483,1118.78,0.833,1,Certified
I-200-23317-498049,Analyst,NEW YORK,NY,10001,1171.84,1.804,1,Certified
I-200-20156-626865,SOFTWARE QUALITY ASSURANCE ENGINEER,DULUTH,GA,30097,4026.59,0.998,1,Certified
I-200-21361-786750,Staff Machine Learning Engineer,SAN DIEGO,CA,92121,327.36,1.35,1,Certified
I-200-23158-086490,Software Engineer,CHARLOTTE,NC,28273,1787.2,1.018,0,Certified
I-200-23199-197024,Software Engineer,MOUNTAIN VIEW,CA,94043,327.36,1.681,1,Certified
I-200-23250-329482,Software Engineer 3,FAIRVIEW,OR,97024,228.53,1.176,1,Certified
I-200-22348-639622,Software Developer,GRAPEVINE,TX,76051,291.69,0.966,0,Certified
I-200-24074-799702,Mechanical Engineer,FAIRFAX,VA,22031,1135.5,1.56,1,Certified
I-200-22334-613222,Sr. PS Team Lead,WYLIE,TX,75098,599.78,0.965,1,Certified
I-200-23269-383696,Senior Manager of Business Development,ROSWELL,GA,30076,194.49,0.999,0,Certified
I-200-24121-939986,"Manager, Store Operations",ARLINGTON,VA,22202,1135.5,1.561,1,Certified
I-200-24103-879875,Research Associate,BATAVIA,IL,60510,599.78,1.144,1,Certified
I-200-21104-225236,PSS Life Cycle Marketing Manager,VANCOUVER,WA,98683,865.28,1.174,0,Certified
I-200-21239-550379,Sr.Software Engineer,CHARLOTTE,NC,28262,1787.2,1.018,0,Certified
I-200-24066-777476,Software Engineer,MOUNTAIN VIEW,CA,94043,327.36,1.681,1,Certified
I-200-20258-820973,Staff Accountant,CARY,NC,27511,1787.2,1.051,1,Certified
I-200-21322-712191,"SOFTWARE ENGINEER II, TEST AUTOMATION",SAN DIEGO,CA,92121,327.36,1.35,1,Certified
I-200-22038-884215,Manager JC50,HOUSTON,TX,77024,599.78,0.92,1,Certified
I-200-22095-036992,Research Sciences,REDMOND,WA,98052,143.51,1.356,0,Certified
I-200-24144-032221,Software Engineer,COTTONWOOD HEIGHTS,UT,84121,157.99,1.001,1,Certified
I-200-23363-598061,Software Engineer,AUBURN HILLS,MI,48326,599.78,0.989,1,Certified
I-200-20094-456935,Quality Engineer,WATERTOWN,MA,02472,1968.89,1.51,1,Certified
I-200-21243-555155,Network Administrator - III,ORLANDO,FL,32836,2304.49,0.992,0,Certified
I-200-23121-980733,Associate Dentist,CHICAGO,IL,60602,599.78,1.15,1,Certified
I-200-23052-789028,Software Engineer Site Reliability,NEW YORK,NY,10011,1171.84,1.804,1,Certified
I-200-20349-956525,SOFTWARE DEVELOPER,TALLAHASSEE,FL,32308,1981.45,0.94,0,Certified
I-200-24164-100489,Portfolio Architect,PHOENIX,AZ,85050,1097.07,1.051,0,Certified
I-200-24257-335480,Software Development Engineer II,BELLEVUE,WA,98004,223.06,1.357,0,Certified
I-200-23290-436012,Project Engineer,GEORGETOWN,KY,40324,1165.91,0.921,0,Certified
I-200-24249-318074,Senior Business Intelligence Manager,FARMINGTON,CT,06032,599.78,1.122,1,Certified
I-200-20008-239716,Tax Associate,MCLEAN,VA,22102,1135.5,1.561,1,Certified
I-200-24236-288869,Software Development Engineer II,DALLAS,TX,75240,1744.19,0.973,0,Certified
I-203-23340-546536,BUSINESS DEVELOPMENT SPECIALIST,SAN JOSE,CA,95112,327.36,1.681,1,Certified
I-200-21050-087956,Lead Developer,CHICAGO,IL,60661,599.78,1.15,1,Certified
I-200-22164-271427,PROCESS ENGINEER,RICHFIELD,MN,55423,1811.81,1.151,1,Certified
I-200-22340-624355,Designer,PHOENIX,AZ,85004,1097.07,1.051,0,Certified
I-200-23353-578410,Sr. Custom App Developer,MCKINNEY,TX,75071,1202.68,0.965,0,Certified
I-200-24192-185253,Manager JC50 - Computer Systems Engineers/Architects,AUSTIN,TX,78753,599.78,1.023,0,Certified
I-200-23332-527973,Product Designer III  ,KIRKLAND,WA,98033,221.18,1.357,0,Certified
I-200-23178-146277,Sr. Software Developer,DURHAM,NC,27709,1169.38,1.043,0,Certified
I-200-20006-235224,Institutional Clients Associate,NEW YORK,NY,10022,1171.84,1.804,1,Certified
I-200-22223-411041,UI Engineer,SUNNYVALE,CA,94085,249.62,1.681,0,Certified
I-200-24064-769497,SOFTWARE ENGINEER,IRVING,TX,75063,401.73,0.973,0,Certified
I-200-20140-584591,Computer Systems Analyst 2,SACRAMENTO,CA,95811,1290.43,1.074,0,Certified
I-200-20351-962668,Senior System Engineer,EL SEGUNDO,CA,90245,327.36,1.41,1,Certified
I-200-22110-089010,Director Service Lines Behavioral Health,BELLINGHAM,WA,98226,339.31,1.04,0,Certified
I-200-21062-117452,SOFTWARE DEVELOPER	,ISELIN,NJ,08830,162.1,1.226,1,Certified
I-200-21292-653245,Senior Application Developer ,NEW YORK,NY,10022,1171.84,1.804,1,Certified
I-200-19344-190253,Software Engineer,MENLO PARK,CA,94025,327.36,1.678,1,Certified
I-200-22140-193480,Project Manager - US ,CHARLOTTE,NC,28217-5500,1787.2,,0,Certified
I-200-22094-032373,Graphics Software Engineer,FOLSOM,CA,95630,190.95,1.07,0,Certified
I-200-20356-972896,Research Professor,MIAMI,FL,33136,3829.21,1.116,0,Certified
I-200-22005-808550,Applied Scientist I,NEW YORK,NY,10001,1171.84,1.804,1,Certified
